,,1,2,3,4,5,6,7,8,9,10
2024-04-06,KIA,0.0537772087,0.171574904,0.185659411,0.1722151088,0.1754161332,0.1574903969,0.0582586428,0.0198463508,0.0025608195,0.0032010243
2024-04-06,롯데,0.0012804097,0.0051216389,0.0121638924,0.0403329065,0.0646606914,0.1395646607,0.2996158771,0.2291933419,0.1241997439,0.0838668374
2024-04-06,삼성,0.0,0.0,0.0012804097,0.0012804097,0.0115236876,0.0230473752,0.0819462228,0.1786171575,0.295134443,0.4071702945
2024-04-06,한화,0.0,0.0025608195,0.0038412292,0.0108834827,0.028809219,0.0896286812,0.1997439181,0.26184379,0.2298335467,0.1728553137
2024-04-06,키움,0.0,0.0006402049,0.0019206146,0.0025608195,0.0147247119,0.0377720871,0.1350832266,0.2215108835,0.2900128041,0.2957746479
2024-04-07,LG,0.7151088348,0.1709346991,0.0729833547,0.0268886044,0.0089628681,0.0044814341,0.0006402049,0.0,0.0,0.0
2024-04-07,KT,0.0460947503,0.1888604353,0.1933418694,0.1830985915,0.1882202305,0.1312419974,0.0473751601,0.0172855314,0.0032010243,0.0012804097
2024-04-07,SSG,0.0883482714,0.2375160051,0.2163892446,0.204865557,0.1261203585,0.0781049936,0.0345710627,0.0102432778,0.0032010243,0.0006402049
2024-04-07,NC,0.0864276569,0.2612035851,0.2195902689,0.1773367478,0.1306017926,0.0800256082,0.0320102433,0.0089628681,0.0032010243,0.0006402049
2024-04-07,두산,0.0179257362,0.0851472471,0.1280409731,0.1581306018,0.185659411,0.2317541613,0.119078105,0.0467349552,0.019206146,0.0083226633
2024-04-07,KIA,0.052496799,0.1350832266,0.1830985915,0.1933418694,0.1984635083,0.152368758,0.052496799,0.0211267606,0.009603073,0.0019206146
2024-04-07,롯데,0.0025608195,0.0064020487,0.0128040973,0.0320102433,0.0806658131,0.1574903969,0.2823303457,0.1991037132,0.1389244558,0.0877080666
2024-04-07,삼성,0.0006402049,0.0,0.0006402049,0.0032010243,0.014084507,0.0371318822,0.1030729834,0.1965428937,0.2823303457,0.3623559539
2024-04-07,한화,0.0,0.0019206146,0.0025608195,0.0134443022,0.028809219,0.0678617157,0.1850192061,0.2490396927,0.2445582586,0.2067861716
2024-04-07,키움,0.0006402049,0.0012804097,0.0019206146,0.0057618438,0.0198463508,0.0499359795,0.1344430218,0.2227912932,0.2637644046,0.2996158771
2024-04-09,LG,0.7106274008,0.1677336748,0.0749039693,0.0281690141,0.0128040973,0.0032010243,0.0012804097,0.0012804097,0.0,0.0
2024-04-09,KT,0.0460947503,0.1786171575,0.1933418694,0.1965428937,0.1959026889,0.1254801536,0.0480153649,0.0121638924,0.0019206146,0.0019206146
2024-04-09,SSG,0.0832266325,0.2496798976,0.2106274008,0.2029449424,0.1318822023,0.0806658131,0.0307298335,0.0057618438,0.0038412292,0.0006402049
2024-04-09,NC,0.0979513444,0.2439180538,0.2195902689,0.1491677337,0.1434058899,0.0992317542,0.0352112676,0.0076824584,0.0032010243,0.0006402049
2024-04-09,두산,0.0249679898,0.0806658131,0.1113956466,0.1773367478,0.2003841229,0.2253521127,0.109475032,0.0473751601,0.0198463508,0.0032010243
2024-04-09,KIA,0.0486555698,0.166453265,0.1927016645,0.1862996159,0.1862996159,0.1408450704,0.0550576184,0.0160051216,0.0064020487,0.0012804097
2024-04-09,롯데,0.0006402049,0.0038412292,0.0134443022,0.0326504481,0.0691421255,0.1434058899,0.2784891165,0.2163892446,0.1626120359,0.0793854033
2024-04-09,삼성,0.0,0.0,0.0,0.0038412292,0.0115236876,0.0300896287,0.1299615877,0.2221510883,0.281049936,0.3213828425
2024-04-09,한화,0.0,0.0006402049,0.0051216389,0.0115236876,0.0300896287,0.0697823303,0.1670934699,0.252240717,0.23815621,0.2253521127
2024-04-09,키움,0.0,0.0012804097,0.0051216389,0.0083226633,0.0172855314,0.0454545455,0.1280409731,0.2010243278,0.2605633803,0.3329065301
2024-04-10,LG,0.6555697823,0.1933418694,0.0787451985,0.0435339309,0.0198463508,0.0089628681,0.0,0.0,0.0,0.0
2024-04-10,KT,0.0550576184,0.1491677337,0.1901408451,0.1991037132,0.2055057618,0.138284251,0.0441741357,0.0102432778,0.0064020487,0.0019206146
2024-04-10,SSG,0.1030729834,0.2272727273,0.2163892446,0.1779769526,0.1434058899,0.0979513444,0.0268886044,0.0051216389,0.0012804097,0.0006402049
2024-04-10,NC,0.1126760563,0.2451984635,0.1984635083,0.1651728553,0.142765685,0.0909090909,0.0326504481,0.009603073,0.0019206146,0.0006402049
2024-04-10,두산,0.028809219,0.0877080666,0.1472471191,0.1581306018,0.1991037132,0.2259923175,0.0973111396,0.0371318822,0.0153649168,0.0032010243
2024-04-10,KIA,0.062099872,0.1670934699,0.1927016645,0.2067861716,0.1728553137,0.1338028169,0.0448143406,0.0147247119,0.0038412292,0.0012804097
2024-04-10,롯데,0.0,0.0032010243,0.0134443022,0.0313700384,0.0505761844,0.1446862996,0.2996158771,0.2221510883,0.1440460948,0.0909090909
2024-04-10,삼성,0.0,0.0,0.0,0.0051216389,0.0147247119,0.0396927017,0.1414852753,0.2554417414,0.2765685019,0.2669654289
2024-04-10,한화,0.0,0.0012804097,0.0019206146,0.0089628681,0.019206146,0.0537772087,0.1824583867,0.228553137,0.271446863,0.2323943662
2024-04-10,키움,0.0,0.0,0.0012804097,0.0064020487,0.0083226633,0.0390524968,0.109475032,0.2023047375,0.2695262484,0.3636363636
2024-04-11,LG,0.6235595391,0.195262484,0.099871959,0.042893726,0.0243277849,0.0134443022,0.0,0.0006402049,0.0,0.0
2024-04-11,KT,0.0531370038,0.1466069142,0.1805377721,0.1933418694,0.1895006402,0.1517285531,0.0614596671,0.0153649168,0.0083226633,0.0
2024-04-11,SSG,0.1005121639,0.2138284251,0.2119078105,0.171574904,0.1626120359,0.0947503201,0.0345710627,0.0076824584,0.0019206146,0.0006402049
2024-04-11,NC,0.1414852753,0.2624839949,0.2067861716,0.1773367478,0.1203585147,0.0653008963,0.0185659411,0.0070422535,0.0006402049,0.0
2024-04-11,두산,0.0211267606,0.0697823303,0.1171574904,0.1600512164,0.2157490397,0.2548015365,0.0992317542,0.0416133163,0.0160051216,0.0044814341
2024-04-11,KIA,0.0870678617,0.1830985915,0.1984635083,0.2016645327,0.1728553137,0.099871959,0.0364916773,0.0147247119,0.0051216389,0.0006402049
2024-04-11,롯데,0.0006402049,0.0032010243,0.0089628681,0.0179257362,0.0582586428,0.1222791293,0.2701664533,0.23815621,0.1773367478,0.1030729834
2024-04-11,삼성,0.0006402049,0.0,0.0032010243,0.0038412292,0.0217669654,0.0467349552,0.152368758,0.2227912932,0.2599231754,0.2887323944
2024-04-11,한화,0.0,0.0012804097,0.0006402049,0.0089628681,0.0243277849,0.0588988476,0.1728553137,0.2317541613,0.2554417414,0.2458386684
2024-04-11,키움,0.0,0.0,0.0012804097,0.0051216389,0.0172855314,0.0499359795,0.1370038412,0.2202304738,0.2439180538,0.3252240717
2024-04-12,LG,0.6434058899,0.2029449424,0.0781049936,0.0454545455,0.0224071703,0.0070422535,0.0006402049,0.0,0.0,0.0
2024-04-12,KT,0.0588988476,0.1453265045,0.1991037132,0.2003841229,0.1830985915,0.152368758,0.0422535211,0.0134443022,0.0038412292,0.0012804097
2024-04-12,SSG,0.0819462228,0.1773367478,0.2138284251,0.2042253521,0.1638924456,0.1152368758,0.0300896287,0.0108834827,0.0019206146,0.0006402049
2024-04-12,NC,0.1235595391,0.2791293214,0.2266325224,0.1594110115,0.1203585147,0.0640204866,0.0224071703,0.0044814341,0.0,0.0
2024-04-12,두산,0.0249679898,0.0685019206,0.0941101152,0.1472471191,0.21446863,0.2624839949,0.1177976953,0.0422535211,0.0185659411,0.009603073
2024-04-12,KIA,0.0864276569,0.1920614597,0.2099871959,0.2029449424,0.1683738796,0.095390525,0.0326504481,0.0102432778,0.0019206146,0.0
2024-04-12,롯데,0.0006402049,0.0051216389,0.0064020487,0.0179257362,0.0505761844,0.104993598,0.2490396927,0.2317541613,0.1920614597,0.1414852753
2024-04-12,삼성,0.0,0.0,0.0006402049,0.0044814341,0.0224071703,0.0473751601,0.1555697823,0.2253521127,0.2631241997,0.281049936
2024-04-12,한화,0.0006402049,0.0,0.0032010243,0.0083226633,0.0224071703,0.0646606914,0.1766965429,0.2394366197,0.2387964149,0.2458386684
